"Type","Activity Code","Project ID","Project Title","SubProject ID","Project End Date","Investigator Names","Country","Total Dollars Amount","Fiscal Year","Funding IC","Project Abstract","Public Health Relevance",
"5","R01","AT010216-03","Flaxseed effects on gut microbial metabolism and circulating inflammation-related metabolic profiles in African American and non-Hispanic white women","","31-Aug-2022","McCann, Susan E","UNITED STATES","378655","2020","AT","Gut microbial dysbiosis has been associated with alterations in production of immune and inflammatory
cytokines and other circulating metabolites contributing to inflammation. Gut microbial composition and
function are amenable to modification by diet. Flaxseed (FS), a whole food commonly consumed as a dietary
adjuvant for several purported health effects, is a rich source of the polyphenolic lignans. Structurally similar to
endogenous estrogens, lignans have been most widely studied for phytoestrogen effects; however, anti-
inflammatory, immunomodulatory, and antioxidant effects have also been reported, primarily in animal and cell
models. Importantly, to become physiologically available to humans, plant lignans require metabolism to
enterolignans by a consortium of gut microbial community members, but not all individuals are enterolactone
producers. Plant lignans are converted by the gut bacteria to the primary circulating enterolignan
enterolactone (ENL) which can be measured in most body fluids. ENL has been inversely associated with
several inflammation-related chronic diseases and, as a bacterial metabolite, has significant potential to impact
health. Using existing data and specimens from a completed flaxseed intervention study in healthy,
postmenopausal African American (AA) and non-Hispanic White (NHW) women that investigated the impact of
the intervention on gut microbial communities, lignan metabolism, and steroid hormone metabolism, we will
accomplish the following Aims: 1) In the overall study sample, determine associations between gut microbial
community profiles, circulating metabolic profiles, and circulating inflammation-related cytokines for women
who are high vs low ENL producers; 2) In a subset of women (n=80; 40 high producers [20 AA, 20 NHW], 40
low producers [20 AA, 20 NHW]), utilize metatranscriptomics to a) characterize the impact of the FS
intervention on pre- and postintervention microbial gene expression, b) determine associations between
microbial gene expression and circulating metabolites and inflammation-related cytokines, and c) how these
associations differ by producer status and race; and 3) In the subset of women in Aim 2, utilize fecal
metabolomics to characterize microbial metabolic profiles pre- and post-intervention, and determine
associations with microbial gene expression (metatranscriptomics), circulating metabolites, and inflammation-
related cytokines. We hypothesize that the FS intervention will modify microbial gene expression and
metabolic pathways related to chronic low grade inflammation and these pathways will differ by producer
status and for AA and NHW women. The proposed study offers a unique opportunity to characterize changes
in microbial function and subsequent modification of circulating metabolic profiles related to chronic low grade
inflammation in a generous sample of AA and NHW white women. Given the higher incidence of inflammation
related chronic disease in AA, this study will contribute significantly to our understanding of the role of the
microbiome in inflammatory metabolic processes.","The proposed research has potential to identify biologic signatures by which dietary components could be
leveraged into interventions or treatments to reduce chronic inflammation and immune phenotypes associated
with chronic disease.",
"5","R33","AT009153-04","Role of Zinc in HIV inflammation","","31-Jul-2022","MCCOMSEY, GRACE A","UNITED STATES","242810","2020","AT","﻿   
DESCRIPTION (provided by applicant): Potent antiretroviral therapy has had an impressive impact on mortality in HIV-infected subjects, but this success came at the expense of significant co-morbidities, including cardiovascular disease and diabetes. These co-morbidities have been linked to heightened inflammation and monocyte activation, but the etiology of this heightened activation/inflammation is not fully understood, but is partly due to gut epithelial barrier dysfunction and microbial translocation. Attempts at controlling inflammation, immune activation or microbial translocation in HIV+ treated subjects have been for the most part unsuccessful, and even treatment that have been successful (such as statins) have drug interactions and safety concerns, likely precluding their use in a large proportion of the HIV population. Safer strategies that could be more widely adopted are well needed. It has been estimated by the WHO that nearly two billion subjects may be zinc deficient in the developing countries. In the developed countries, prior to effective ART, zinc deficiency was prevalent in HIV-infected subjects, and had been independently linked to disease progression and to higher mortality. Unlike what is observed with most nutrients, the prevalence of zinc deficiency continues to be high, even in subjects on ART. For example, the Nutrition for Healthy Living study found that 38% of subjects on ART had zinc deficiency, and subjects in the upper quartiles of zinc levels had lower HIV-1 RNA levels than those in the lowest quartile. Thus far, there is a lack of data related to the contribution of zinc status to the heightened inflammation and monocyte activation in HIV. Also, the few available zinc-supplementation studies in HIV have been mostly in untreated or not optimally treated subjects, and no studies have assessed changes in inflammation markers after zinc supplementation in HIV+ subjects with virologic suppression on ART, a pertinent population to the current era of HIV infection where guidelines are calling for every HIV+ subject to be aggressively treated. In the R21 phase of the proposal, we will assess the prevalence of zinc deficiency in HIV-infected subjects on ART and compare it to that of a matched group of HIV negative controls. We will also study the relationships between zinc levels and systemic inflammation, innate immunity and gut epithelial barrier dysfunction. Lastly, we will conduct a pilot study testing two different doses of zinc supplementation in HIV-infected subjects on ART with documented zinc deficiency. This pilot trial will also explore whether this strategy may affect selected inflammation markers and will help guide the next phase of investigations. In the R33 phase, we will conduct a pilot randomized placebo-controlled study of zinc supplementation in HIV-infected subjects on ART with zinc deficiency, and we will assess whether zinc supplementation is safe and effective at increasing zinc levels, and whether it will affect different pathways involved in HIV-comorbidities, namely innate immunity, systemic inflammation, oxidative stress, and gut epithelial barrier dysfunction. Our proposal should provide important mechanistic insights to inform us on the mechanism of action through which zinc may produce clinical benefit in the HIV+ population, and as such will provide the information necessary to develop a competitive full-scale clinical trial.","PUBLIC HEALTH RELEVANCE:  Despite the advent of safer HIV therapies, several comorbidities such as cardiovascular disease, cancer, and diabetes are more common in people living with HIV, and have been linked to heightened inflammation state. Zinc deficiency (or low zinc levels) has been associated with abnormal state of heightened inflammation and with altered gut barrier in the general population. Little is known about the frequency and consequences of zinc deficiency in people living with HIV despite the fact that this population is known to have high inflammation and abnormal gut barrier. We will measure zinc levels in a group of HIV positive individuals and a group of HIV negative controls, and we will explore whether zinc deficiency is associated with high inflammation and abnormal gut barrier in these groups. In addition, we will conduct a novel pilot trial to study the effect of zinc supplementatio to modulate inflammation and repair abnormal gut barrier. The results of this study should inform public health efforts to ameliorate the risk of comorbidities such as cardiovascular disease not only in HIV-infected subjects, but also in other conditions where inflammation is enhanced, such as rheumatoid arthritis.",
"1","R01","DK125014-01","Reducing innate inflammation in new onset T1D with Lactobacillus plantarum","","31-May-2025","Cabrera, Susanne M; Hessner, Martin J","UNITED STATES","486312","2020","DK","PROJECT SUMMARY
Type 1 diabetes (T1D) arises through T-cell mediated killing of the pancreatic beta-cells. It has a strong
genetic component, but environmental factors likely influence disease triggering as well as the post-onset
disease course. In human T1D families, we have identified an elevated inflammatory state that is consistent
with exposure to microbial antigens. In healthy siblings of probands, this familial innate inflammation is
supplanted by an age-dependent regulatory state that includes temporal increases in peripheral activated
regulatory T-cell frequencies. We have identified a similar inflammatory state in the BioBreeding DR rat model
of T1D. DR rats are not spontaneously diabetic, however T1D can be triggered in young animals by viral
infection. Importantly, the innate inflammatory state in DR rats is temporally supplanted by an IL-10/TGF-β-
mediated regulatory state that coincides with the inability of virus to induce T1D in older animals. In line with
studies that implicate an altered gastrointestinal microbiota in T1D pathogenesis, modulation of the microbiota
in healthy siblings of T1D probands or DR rats partially normalizes the underlying inflammatory state. In
BioBreeding rats, such treatments prevent development of T1D. Our studies suggest that T1D progression is
promoted when the genetically controlled but environmentally influenced familial innate state is augmented by
additional inflammatory signals prior to the establishment of robust counter-regulatory mechanisms. Our
studies have also focused on the persistence of insulin secretion after T1D onset, which is clinically significant
as even modest residual beta cell function is associated with reduced risk of complications. These studies
have utilized a plasma-based transcriptional bioassay that quantitatively captures inflammatory: regulatory
balance. Importantly, new onset T1D patients with short post-onset partial remissions, exhibit plasma based
signatures with predictively higher inflammatory bias, as well as reduced peripheral regulatory T-cell
abundances. In genetically susceptible healthy subjects and T1D patients, we hypothesize
that levels of immune activity are in part governed by composition of the microbiota and systemic microbial
antigen exposure. This in turn influences the rate of T1D progression as measured by duration of the post-
onset partial remission. With our large patient population and expertise, we are well-positioned to test the
hypothesis that the inflammatory state associated with T1D and T1D susceptibility can be partially normalized
through probiotic supplementation. We propose the following specific aims.
1. Determine whether Lactobacillus plantarum 299v supplement reduces systemic inflammation and
prolongs residual β-cell function in new onset T1D.
2. Define how L. plantarum 299v supplementation alters immune activity in new onset T1D.","Project Narrative
This translational project aims to improve our understanding of Type 1 Diabetes by defining how probiotic
supplementation influences immune activity and the rate of disease progression.",
"5","R01","AA025857-05","Developing and testing novel therapies for the alcoholic lung: our clinical trials pipeline","","31-Aug-2021","Guidot, David Marshall","UNITED STATES","152318","2020","AA","Since its inception, the primary goal of the Emory Alcohol and Lung Biology Center has been to 
develop novel and effective treatments that can mitigate or even reverse the pathophysiological 
effects of alcohol on the lung. The first two funding cycles were dedicated to elucidating the 
fundamental mechanisms that induce the ‘alcoholic lung phenotype’. Our experimental findings have 
elucidated central roles for oxidative stress (including profound glutathione depletion), zinc 
deficiency, and decreased expression and function of PPARγ in mediating the effects of alcohol. 
More recently we identified that alcohol inhibits the actions of Nrf2, the transcription factor 
that activates the anti-oxidant response element (ARE) and programmatically induces the expression 
of hundreds of genes (including those involved in glutathione homeostasis) required to defend 
against inflammatory stresses. Moreover, Nrf2 and PPARγ activity appear to be zinc-dependent and 
therefore these pathways may be interdependent and therefore coordinately targeted by alcohol. 
Remarkably, these same pathways are targeted during chronic HIV infection, and we have determined 
that alcohol and HIV- related proteins have additive toxicities on lung epithelial and macrophage 
function. As our Center   investigators are also engaged in translational clinical trials in 
HIV-mediated lung disease, we have the unique capacity to study the combined effects of alcohol and 
HIV and how this combination may pose a challenge to developing effective therapies. These 
discoveries have not only revealed the mechanisms by which alcohol renders the lung susceptible to 
injury but have also identified candidate therapies targets that Center investigators are testing 
in experimental models and clinical trials. This new Project 3 will coordinate and direct our 
‘clinical trials pipeline’ and shepherd discoveries from the laboratory to interventional trials. 
The goals of Project 3 are to: 1) Determine the efficacy of dietary supplementation with zinc 
and/or SAMe in reversing the alcoholic lung phenotype in subjects with alcohol use disorders and, 
in parallel, how regular alcohol use affects the efficacy of dietary zinc + SAMe in reversing lung 
dysfunction in individuals living with HIV.  2) Exploit our experimental and clinical translational 
studies on alcohol-induced inhibition of PPARγ signaling to conduct a clinical trial to determine 
if treatment with the PPARγ ligand pioglitazone can reverse the alcoholic lung phenotype in 
subjects with alcohol use disorders. 3) In collaboration with Projects 1 and 2, determine if Nrf2 
activators, alone or in combination with zinc, can rapidly reverse the alcoholic lung phenotype in 
animal models in vivo and in human alveolar macrophages ex vivo, and translate these studies to a 
clinical trial of agents such as sulforaphane, alone or in combination with zinc, in subjects with 
alcohol use disorders. Success in any of these trials in our pipeline will have enormous 
implications for individuals struggling with alcohol use disorders, including those also living 
with HIV.","The Emory Alcohol and Lung Biology Center investigators have been pioneers in the field ever since 
its founding members identified that chronic alcohol ingestion causes profound oxidative stress 
within the airways and renders even otherwise healthy individuals, including premature infants 
whose mothers drank excessively during pregnancy, at high risk for pneumonia and acute lung injury. 
Since its formal inception on January 1st, 2003, the Center and its integrated T32 Training 
Programs have elucidated the fundamental mechanisms by which alcohol impairs lung function and we 
are translating these findings to human studies and novel interventional clinical trials with the 
goal of mitigating or even reversing the ‘alcoholic lung phenotype’.  As a result, the Center 
attracts world-class scientists from multiple disciplines and is a fertile training environment for 
pre- and post-doctoral fellows as well as junior faculty researchers who are expanding and 
enhancing the alcohol research field.",
"5","R01","AA025857-05","Developing and testing novel therapies for the alcoholic lung: our clinical trials pipeline","","31-Aug-2021","Guidot, David Marshall","UNITED STATES","152320","2020","AA","Since its inception, the primary goal of the Emory Alcohol and Lung Biology Center has been to 
develop novel and effective treatments that can mitigate or even reverse the pathophysiological 
effects of alcohol on the lung. The first two funding cycles were dedicated to elucidating the 
fundamental mechanisms that induce the ‘alcoholic lung phenotype’. Our experimental findings have 
elucidated central roles for oxidative stress (including profound glutathione depletion), zinc 
deficiency, and decreased expression and function of PPARγ in mediating the effects of alcohol. 
More recently we identified that alcohol inhibits the actions of Nrf2, the transcription factor 
that activates the anti-oxidant response element (ARE) and programmatically induces the expression 
of hundreds of genes (including those involved in glutathione homeostasis) required to defend 
against inflammatory stresses. Moreover, Nrf2 and PPARγ activity appear to be zinc-dependent and 
therefore these pathways may be interdependent and therefore coordinately targeted by alcohol. 
Remarkably, these same pathways are targeted during chronic HIV infection, and we have determined 
that alcohol and HIV- related proteins have additive toxicities on lung epithelial and macrophage 
function. As our Center   investigators are also engaged in translational clinical trials in 
HIV-mediated lung disease, we have the unique capacity to study the combined effects of alcohol and 
HIV and how this combination may pose a challenge to developing effective therapies. These 
discoveries have not only revealed the mechanisms by which alcohol renders the lung susceptible to 
injury but have also identified candidate therapies targets that Center investigators are testing 
in experimental models and clinical trials. This new Project 3 will coordinate and direct our 
‘clinical trials pipeline’ and shepherd discoveries from the laboratory to interventional trials. 
The goals of Project 3 are to: 1) Determine the efficacy of dietary supplementation with zinc 
and/or SAMe in reversing the alcoholic lung phenotype in subjects with alcohol use disorders and, 
in parallel, how regular alcohol use affects the efficacy of dietary zinc + SAMe in reversing lung 
dysfunction in individuals living with HIV.  2) Exploit our experimental and clinical translational 
studies on alcohol-induced inhibition of PPARγ signaling to conduct a clinical trial to determine 
if treatment with the PPARγ ligand pioglitazone can reverse the alcoholic lung phenotype in 
subjects with alcohol use disorders. 3) In collaboration with Projects 1 and 2, determine if Nrf2 
activators, alone or in combination with zinc, can rapidly reverse the alcoholic lung phenotype in 
animal models in vivo and in human alveolar macrophages ex vivo, and translate these studies to a 
clinical trial of agents such as sulforaphane, alone or in combination with zinc, in subjects with 
alcohol use disorders. Success in any of these trials in our pipeline will have enormous 
implications for individuals struggling with alcohol use disorders, including those also living 
with HIV.","The Emory Alcohol and Lung Biology Center investigators have been pioneers in the field ever since 
its founding members identified that chronic alcohol ingestion causes profound oxidative stress 
within the airways and renders even otherwise healthy individuals, including premature infants 
whose mothers drank excessively during pregnancy, at high risk for pneumonia and acute lung injury. 
Since its formal inception on January 1st, 2003, the Center and its integrated T32 Training 
Programs have elucidated the fundamental mechanisms by which alcohol impairs lung function and we 
are translating these findings to human studies and novel interventional clinical trials with the 
goal of mitigating or even reversing the ‘alcoholic lung phenotype’.  As a result, the Center 
attracts world-class scientists from multiple disciplines and is a fertile training environment for 
pre- and post-doctoral fellows as well as junior faculty researchers who are expanding and 
enhancing the alcohol research field.",
"3","P30","CA013148-47S5","05 Cancer Chemoprevention Program","8604","No data","ELMETS, CRAIG A","UNITED STATES","8695","2019","CA","05 CANCER CHEMOPREVENTION (CCP) PROGRAM ABSTRACT The UAB Cancer Center Chemoprevention Program was established to identify novel chemopreventive agents capable of preventing cancer, to determine the ability of naturally occurring and synthetic chemicals to prevent or delay carcinogenesis, to determine their mechanisms of action and identify biomarkers, and to perform early phase chemoprevention trials evaluating novel chemopreventive agents. The focus of the Program is directed toward synthetic retinoids, non-steroidal anti-inflammatory drugs, and phytochemicals. However, the scope of the program and depth of expertise have been expanded by strategic recruitment and a mentoring program. Furthermore, transdisciplinary research is nurtured through focused working groups. This program is co- directed by Dr. Craig A. Elmets (Professor and Chair, Department of Dermatology and Director of the UAB Skin Diseases Research Center) and Dr. Clinton J. Grubbs (Professor, Department of Surgery and Director of the Chemoprevention Center). Currently, the program is comprised of 18 members from 10 departments and 5 schools. This program has $4,187,741 in annual direct cost funding, of which 76% is derived from the NCI. In addition to the traditional utilization of inter-programmatic teams and intra-programmatic collaborations, the capabilities of the program are greatly expanded by established extramural agreements: (1) Dr. Grubbs directs Task Order from the NCI PREVENT program which awards contracts to investigators both at UAB and other institutions, and (2) Dr. Elmets participates in an NCI-funded consortium of early phase human chemoprevention trials led by the University of Wisconsin. Over the past four years, the program has produced 206 publications, of which 35% % were intra-programmatic, 28%% were inter-programmatic, and 34% were inter-institutional. A vibrant communications component that includes a seminar series with lecturers from inside and outside the University supports collaborative research among program investigators. Major completed studies at UAB have moved chemopreventive agents from various classes (including rexinoids, cyclooxygenase inhibitors, and dietary polyphenols) to clinical trials during the last few years.","No data",
"5","R01","HL145055-02","Mechanisms Underlying the Protective Vascular Effects of Dietary Potassium in Humans","","31-Jul-2024","Lennon, Shannon ","UNITED STATES","225673","2020","HL","ABSTRACT/PROJECT SUMMARY
Significant Public Health efforts have been made towards salt reduction but most have met with failure. Dietary
factors such high sodium/low potassium diets contribute to the development of cardiovascular diseases
(CVDs) such as atherosclerosis and high blood pressure (BP). This is important as CVD is the number one
killer in the U.S. While the role of these two nutrients on BP is widely accepted, their impact on the vasculature
has received less attention. Endothelial dysfunction, characterized by impaired dilation, is an important non-
traditional risk factor for atherosclerosis. We have shown that high sodium diets cause endothelial dysfunction,
independent of changes in BP (accomplished by testing adults with salt resistant BP). Evidence supporting
potassium's beneficial role on vascular health remains unclear although it may be more effective in the
presence of a high sodium diet. A purported mechanism responsible for sodium-induced vascular dysfunction
is overproduction of reactive oxygen species (ROS) resulting in reduced nitric oxide (NO)
production/bioavailability. It has been suggested that potassium can counteract sodium's effects by reducing
ROS. Additionally, high sodium diets have been shown to stiffen the endothelium by increasing abundance of
the endothelial sodium channel (EnNaC) while potassium's role on EnNaC is unknown. Our central hypothesis
is that dietary potassium will protect the vasculature from sodium's harmful effect by preserving NO and
reducing oxidative stress and endothelial cell stiffness. We will use three 10-day diets to test our hypothesis
(controlled feeding study, crossover design, diet order sequence randomized with washout between diets). We
will compare a moderate potassium/high sodium diet (MK/HS; 65 mmol/300 mmol) to a high potassium/high
sodium (HK/HS;120 mmol/300 mmol) to assess potassium's protective effect on the vasculature during a fixed
sodium intake. We will also compare a moderate potassium/low sodium (MK/LS; 65 mmol/50 mmol) diet to the
MK/HS diet to individually confirm salt resistant BP status. Focusing on salt resistant adults allows us to isolate
the vascular effects, without the confound of changes in BP (i.e., independent of BP). Rigor will be enhanced
by utilizing twenty-four hour ambulatory BP and urine collections during each diet condition; men, women, and
minorities will be tested. Brachial artery flow-mediated dilation will be used to assess conduit endothelial-
dependent dilation. Cutaneous vasodilation in response to local heating using laser Doppler flowmetry coupled
with intradermal microdialysis will be used to assess microvascular function. Venous endothelial cells will be
collected for direct assessment of cell stiffness by atomic force microscopy and markers of oxidative stress.
We expect to demonstrate that dietary potassium protects the endothelium from the deleterious effects of high
sodium by reducing oxidative stress and endothelial cell stiffness and preserving NO. These studies are novel
in that they will be the first to comprehensively evaluate the role of dietary potassium on vascular function
independent of BP.","PROJECT NARRATIVE
The proposed research is relevant to public health because sodium intake continues to remain high and has
been shown to have deleterious effects on the vasculature independent of blood pressure. In contrast, dietary
potassium is known for its blood pressure lowering effects yet its role on the vasculature remains understudied.
Upon conclusion of this study, we will likely demonstrate that potassium blunts the deleterious effects of high
sodium on the vasculature, independent of blood pressure.",
"5","R01","HL145055-02","Mechanisms Underlying the Protective Vascular Effects of Dietary Potassium in Humans","","31-Jul-2024","Lennon, Shannon ","UNITED STATES","320000","2020","GM","ABSTRACT/PROJECT SUMMARY
Significant Public Health efforts have been made towards salt reduction but most have met with failure. Dietary
factors such high sodium/low potassium diets contribute to the development of cardiovascular diseases
(CVDs) such as atherosclerosis and high blood pressure (BP). This is important as CVD is the number one
killer in the U.S. While the role of these two nutrients on BP is widely accepted, their impact on the vasculature
has received less attention. Endothelial dysfunction, characterized by impaired dilation, is an important non-
traditional risk factor for atherosclerosis. We have shown that high sodium diets cause endothelial dysfunction,
independent of changes in BP (accomplished by testing adults with salt resistant BP). Evidence supporting
potassium's beneficial role on vascular health remains unclear although it may be more effective in the
presence of a high sodium diet. A purported mechanism responsible for sodium-induced vascular dysfunction
is overproduction of reactive oxygen species (ROS) resulting in reduced nitric oxide (NO)
production/bioavailability. It has been suggested that potassium can counteract sodium's effects by reducing
ROS. Additionally, high sodium diets have been shown to stiffen the endothelium by increasing abundance of
the endothelial sodium channel (EnNaC) while potassium's role on EnNaC is unknown. Our central hypothesis
is that dietary potassium will protect the vasculature from sodium's harmful effect by preserving NO and
reducing oxidative stress and endothelial cell stiffness. We will use three 10-day diets to test our hypothesis
(controlled feeding study, crossover design, diet order sequence randomized with washout between diets). We
will compare a moderate potassium/high sodium diet (MK/HS; 65 mmol/300 mmol) to a high potassium/high
sodium (HK/HS;120 mmol/300 mmol) to assess potassium's protective effect on the vasculature during a fixed
sodium intake. We will also compare a moderate potassium/low sodium (MK/LS; 65 mmol/50 mmol) diet to the
MK/HS diet to individually confirm salt resistant BP status. Focusing on salt resistant adults allows us to isolate
the vascular effects, without the confound of changes in BP (i.e., independent of BP). Rigor will be enhanced
by utilizing twenty-four hour ambulatory BP and urine collections during each diet condition; men, women, and
minorities will be tested. Brachial artery flow-mediated dilation will be used to assess conduit endothelial-
dependent dilation. Cutaneous vasodilation in response to local heating using laser Doppler flowmetry coupled
with intradermal microdialysis will be used to assess microvascular function. Venous endothelial cells will be
collected for direct assessment of cell stiffness by atomic force microscopy and markers of oxidative stress.
We expect to demonstrate that dietary potassium protects the endothelium from the deleterious effects of high
sodium by reducing oxidative stress and endothelial cell stiffness and preserving NO. These studies are novel
in that they will be the first to comprehensively evaluate the role of dietary potassium on vascular function
independent of BP.","PROJECT NARRATIVE
The proposed research is relevant to public health because sodium intake continues to remain high and has
been shown to have deleterious effects on the vasculature independent of blood pressure. In contrast, dietary
potassium is known for its blood pressure lowering effects yet its role on the vasculature remains understudied.
Upon conclusion of this study, we will likely demonstrate that potassium blunts the deleterious effects of high
sodium on the vasculature, independent of blood pressure.",
"5","U01","DK065184-18","Michigan Hepatotoxicity Clinical Research Network Renewal 2018","","30-Jun-2023","FONTANA, ROBERT J","UNITED STATES","344849","2020","DK","Michigan Hepatotoxicity Research Network 2018 Renewal
ABSTRACT
In the past 5 years, the Drug Induced Liver Injury Network (DILIN) has increased cumulative enrollment
to over 2000 adult and pediatric patients in the ongoing Prospective and Retrospective registry studies.
In addition, an “Acute” DILI protocol with collection of serial early biological samples for mechanistic
biomarker studies was developed and implemented. Other network aims included investigation of the
role of genetic polymorphisms in DILI susceptibility and outcome, development of improved causality
assessment methods, and expansion of the LiverTox website. The University of Michigan team led by
Dr. Fontana has played an important role in the design, implementation, and analysis of the primary and
ancillary DILIN studies since its inception in 2003. Michigan has not only been a leading enroller in all of
the ongoing Registry studies but also provided important leadership in multiple DILIN committees and
initiatives. The Michigan team now proposes a series of novel and feasible study aims for the DILIN
renewal. The PRIMARY AIM of this proposal is to continue to recruit and enroll high causality adult and
pediatric DILI cases into the registry studies for genetic, immunologic, biomarker and mechanistic
studies. The Michigan Hepatotoxicity Network has specific plans to increase the enrollment of ethnic
minorities via the engagement of hepatologists/ collaborators in southeastern Michigan and elsewhere
that care for a large number of African American, Hispanic, and Asian patients. In addition, further
development of natural language processing algorithms to search the EMR at the University of Michigan
are proposed to facilitate enrollment. Qualitative, quantitative and toxicological studies of the chemical
constituents in the herbal and dietary supplement (HDS) products implicated in a growing proportion of
DILI cases will be expanded via an ongoing collaboration with the National Center for National Products
Research. The SECOND AIM of this proposal is to conduct pilot/ feasibility clinical trials to improve the
outcomes of patients with severe acute DILI and those at risk for developing chronic DILI. Proposed
study designs include a 12 week course of a simple and safe, orally administered anti-inflammatory or
anti-oxidant agent (e.g. budesonide, SAMe, vitamin E) in selected patients with severe acute DILI at risk
for adverse outcomes. In addition, 12 to 24 week studies of a safe and effective orally administered anti-
cholestatic agent such as an ileal apical bile salt transport inhibitor that may reduce serum bile acids are
proposed for subjects at risk of chronic DILI. Lastly, prospective studies of magnetic resonance
elastography and MRCP imaging are proposed to improve our understanding of the severity and natural
history of DILI. The THIRD AIM of this proposal is to further expand the LiverTox website to include
additional chapters on HDS DILI, develop and implement a computerized causality assessment
instrument, and assemble working committees to insure that the website content remains up to date and
pertinent. Finally, additional collaborations between DILIN and the US FDA and other regulatory
agencies are proposed to enhance the pharmacovigilance capabilities of DILIN for new causes of DILI
and temporal changes over time.","PROJECT NARRATIVE
The University of Michigan Hepatotoxicity Research Network proposes to improve our understanding of
the etiologies, risk factors, and outcomes of DILI via the continued enrollment of adult and pediatric
patients including targeted enrollment of ethnic minority patients that will help determine if there are racial
differences in DILI susceptibility and outcomes via analysis of collected biological samples, DNA, liver
tissue, and clinical data. Pilot/ feasibility clinical trials of simple, safe and mechanistically based
treatments for patients with severe acute DILI and those at risk for developing chronic DILI are also
proposed. Finally, further development and enhancement of the LiverTox website is proposed to
include additional chapters on HDS DILI, development and implementation of a computerized diagnostic
instrument, and expansion of the pharmacovigilance capabilities of DILIN.",
"5","R01","EY025623-05","COSMOS Eye: Cataract and AMD in a Trial of a Multivitamin and Cocoa Extract","","31-Aug-2021","CHRISTEN, WILLIAM G","UNITED STATES","603823","2020","EY","This revised application proposes to study the efficacy of a multivitamin and cocoa extract supplementation in
prevention of cataract and age-related macular degeneration (AMD), two leading causes of visual impairment
in US adults. Recent findings from the Physicians’ Health Study II, the only large-scale clinical trial of a daily
multivitamin, indicated a significant reduction in cataract, but an elevated, though statistically non-significant,
increased risk of AMD. These findings in men require confirmation in other men and extension to women. The
proposed study will utilize resources and data from the COcoa-Supplement and Multivitamins Outcomes Study
(COSMOS), a randomized, double-blind, placebo-controlled, 2x2 factorial trial testing a patented, high-quality
cocoa extract supplement (Mars Symbioscience) and Centrum Silver multivitamin (Pfizer) in the prevention of
cardiovascular disease and cancer among 12,000 women aged ≥65 years and 6,000 men aged ≥60 years with
4 years of treatment and follow-up. Woman participants will be drawn from the Women’s Health Initiative (WHI)
cohort, and male participants will be drawn from a target population screened for participation (but not
randomized) in the VITamin D and OmegA-3 TriaL (VITAL). Beginning in June, 2015 and continuing through
2016, willing and eligible respondents to an invitational mailing will be enrolled in a 3-month run-in. Those who
demonstrate good compliance with pill taking during the run-in, and remain willing and eligible, will be randomly
assigned to 1 of 4 treatment groups for 5 years. At 1-year intervals, participants will receive a new supply of
pills and a follow-up questionnaire on compliance, possible side effects, and incidence of endpoints. We
propose to document incident cataract and prevalent and incident AMD endpoints in the COSMOS cohort in
order to evaluate the efficacy of multivitamin and cocoa extract supplements in cataract and AMD prevention.
The primary aims of the proposed study are to test whether 1) a daily multivitamin will reduce the risk of
cataract; 2) a daily multivitamin will reduce the risk of total AMD events, a composite of incident AMD plus
cases of progression to advanced AMD (neovascular AMD plus central geographic atrophy) among
participants with prevalent AMD at baseline. The effect of cocoa extract supplements (capsule containing 750
mg/d flavanols, including 75 mg (-)-epicatechin, and 90 mg theobromine) in reducing risks of AMD and cataract
will be examined as secondary aims. This research is responsive to a program priority of the National Eye
Institute’s Strategic Plan to improve diagnosis, treatment, and prevention of eye disease. We believe the
proposed eye disease ancillary to COSMOS offers a unique opportunity to obtain a reliable, efficient, and
informative evaluation of the efficacy of two extremely promising preventive agents for cataract and AMD at a
fraction of the cost of separate trials.","PROJECT NARRATIVE
Despite the wide-spread usage of multivitamin supplements, and the growing enthusiasm for
cocoa supplements, definitive data on the balance of risks and benefits of these agents are
lacking. Data from this large-scale randomized trial should clarify the role of multivitamin and
cocoa supplements in the prevention of cataract and AMD, two leading causes of visual
impairment in US men and women.",
